Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL3649788,,None,335.84,0,2.57,BDBM130167,COc1cc(CN(C)CCCl)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,'=',180,nM,6.75,,261938,UO_0000065,20.08,0.4,4.17,11.76,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3649800,,None,358.44,0,1.57,BDBM130179,COc1cc(CN(C)N2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,'=',900,nM,6.05,,261950,UO_0000065,16.87,0.32,4.48,8.66,0,CHEMBL3887071,Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4638701,,None,494.65,0,2.66,5,O=c1[nH]c(SCCN2CCN(CCSc3nc4ccccc4c(=O)[nH]3)CC2)nc2ccccc12,IC50,'=',89.6,nM,7.05,,,UO_0000065,14.25,0.28,4.39,7.19,0,CHEMBL4616002,Inhibition of full length human C-terminal His-tagged PARP1 expressed in baculovirus infected Sf9 cells using chicken core histone as substrate incubated for 20 mins followed by [32P[-NAD+ addition and further incubated for 1 hr by liquid scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4613304,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3308860,,
CHEMBL4453770,,None,358.47,0,1.89,p-1b,COc1ccc(N2CCN(c3nc4c(c(=O)[nH]3)CSCC4)CC2)cc1,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL4388124,Inhibition of recombinant human PARP1 expressed in Escherichia coli assessed as reduction in auto-PARylation using histone as substrate measured after 45 mins in presence of biotinylated-NAD+ by ELISA,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4387706,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL589506,,None,266.3,0,2.25,1j,Cc1cccc(N2Cc3cccc(C(N)=O)c3C2=O)c1,EC50,,,,,,Not Determined,,,,,,0,CHEMBL1073570,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1159077,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL596722,,None,335.41,0,2.54,1l,NC(=O)c1cccc2c1C(=O)N(c1ccc(CN3CCCC3)cc1)C2,EC50,'=',53,nM,7.28,,,UO_0000065,21.69,0.4,4.74,10.92,0,CHEMBL1073570,Inhibition of PARP1 in human C41 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,C41,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1159077,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL598543,,None,507.39,1,3.99,21,CC(C)(C)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,IC50,'=',1,nM,9,,,UO_0000065,17.74,0.36,5.01,11.55,0,CHEMBL1069748,Inhibition of PARP1 by topcount microplate scintillation counter,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158513,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL2414042,,None,304.27,0,3.8,22a,Nc1cccc2c(=O)[nH]c(-c3ccc(C(F)(F)F)cc3)cc12,IC50,'=',330,nM,6.48,,,UO_0000065,21.3,0.4,2.68,11.01,0,CHEMBL2415549,Inhibition of human PARP-1 assessed as synthesis of [3H]-ADP-ribose polymers from [3H]-NAD+ by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2413011,1,Scientific Literature,Bioorg Med Chem,2013,None,,
CHEMBL2407989,,None,452.56,0,2.79,10s,CCOc1cc(CN2CCN(c3ccc(C(=O)NC)cc3C)CC2)cc2c1OC(C)C(=O)N2,EC50,'=',26000,nM,4.58,,,UO_0000065,10.13,0.19,1.8,5.51,0,CHEMBL2412861,Inhibition of PARP1 in human Jurkat cells assessed as reduction of cell viability after 96 hrs by MTS assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2407000,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307526,,
CHEMBL2407980,,None,442.95,0,3.05,10j,CNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)c(Cl)c1,EC50,'=',45000,nM,4.35,,,UO_0000065,9.81,0.19,1.3,5.88,0,CHEMBL2412861,Inhibition of PARP1 in human Jurkat cells assessed as reduction of cell viability after 96 hrs by MTS assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2407000,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307526,,
CHEMBL2407974,,None,408.5,0,2.4,10d,CNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)cc1,EC50,'=',75000,nM,4.12,,,UO_0000065,10.1,0.19,1.72,5.58,0,CHEMBL2412861,Inhibition of PARP1 in human Jurkat cells assessed as reduction of cell viability after 96 hrs by MTS assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2407000,1,Scientific Literature,Bioorg Med Chem Lett,2013,CHEMBL3307526,,
CHEMBL2408004,,None,382.89,0,4.74,3l,CCC1Oc2ccc(CN3CC=C(c4ccc(Cl)cc4)CC3)cc2NC1=O,Kd,'=',100000,nM,4,,,UO_0000065,10.45,0.2,-0.74,9.62,0,CHEMBL2412863,Binding affinity to catalytic domain of human PARP1 after 5 mins by surface plasmon resonance assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2407000,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2408002,,None,368.86,0,4.35,3j,CC1Oc2ccc(CN3CC=C(c4ccc(Cl)cc4)CC3)cc2NC1=O,Kd,'=',3,nM,8.52,,,UO_0000065,23.11,0.45,4.17,20.5,0,CHEMBL2412863,Binding affinity to catalytic domain of human PARP1 after 5 mins by surface plasmon resonance assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2407000,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2407993,,None,254.29,0,2.63,3a,O=C1COc2ccc(CNc3ccccc3)cc2N1,Kd,'=',26000,nM,4.58,,,UO_0000065,18.03,0.33,1.96,9.1,0,CHEMBL2412863,Binding affinity to catalytic domain of human PARP1 after 5 mins by surface plasmon resonance assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2407000,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL4160023,,None,461.47,0,3.15,46,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2ccncc2)CC1,IC50,'=',0.9,nM,9.05,,,UO_0000065,19.6,0.36,5.9,11.01,0,CHEMBL4131013,Inhibition of PARP1 (unknown origin) by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130350,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4170490,,None,517.56,1,4.36,54,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(c2nsc3ccccc23)CC1,IC50,'=',52.2,nM,7.28,,,UO_0000065,14.07,0.27,2.92,8.86,0,CHEMBL4131013,Inhibition of PARP1 (unknown origin) by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130350,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL3137320,TALAZOPARIB,4,380.36,0,2.63,5; BMN-673,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,Inhibition,,,%,,,Active,UO_0000187,,,,,0,CHEMBL4131019,Inhibition of PARP1 in BRCA2 deficient human Capan1 cells assessed as increase in PARP1-DNA trapping at 0.1 uM after 4 hrs by Western blot analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130350,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL2419700,,None,519.58,1,2.5,BDBM50439797,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2ccccn2)Cc2nc3c(c(=O)[nH]2)COCC3)CC1,IC50,'>',19000,nM,,,342028,UO_0000065,,,,,0,CHEMBL3887524,Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3945618,,None,536.58,1,3.24,BDBM191170,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)Cc2ccccc2F)CC1,IC50,'>',19000,nM,,,342043,UO_0000065,,,,,0,CHEMBL3887524,Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3955426,,None,532.64,1,2.58,BDBM191209,CC#CCOc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,IC50,'=',14700,nM,4.83,,342063,UO_0000065,9.07,0.17,2.25,4.61,0,CHEMBL3887524,Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3944401,,None,494.59,0,2.23,BDBM191220,O=C(CN1CCC(C(=O)c2ccc(OCCC3CC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,IC50,'=',1750,nM,5.76,,342071,UO_0000065,11.64,0.22,3.53,5.07,0,CHEMBL3887524,Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3924951,,None,394.52,0,2.46,BDBM214003,O=C(NCCN1CCCCC1)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',40,nM,7.4,,376210,UO_0000065,18.75,0.35,4.94,9.47,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2323223,,None,454.51,0,3.5,38,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2cccc3c2C1CNC3,IC50,'=',156000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2330729,Inhibition of human recombinant PARP1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2321760,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL2440676,,None,339.35,0,1.77,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1086580,,None,312.32,0,3.66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL562310,,None,409.45,0,3.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2377258,,None,366.44,0,2.82,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL251027,,None,363.44,0,3.78,D04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL592960,,None,371.35,0,1.56,48,NC(=O)c1cc(F)cc2cn(-c3ccc(NC(=O)C4CNC4)c(F)c3)nc12,IC50,'=',4,nM,8.4,,,UO_0000065,22.61,0.42,6.84,8.23,0,CHEMBL1065327,Inhibition of human PARP1 after 3 hrs using [3H]NAD+ by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153247,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL593609,,None,349.39,0,0.96,28,NC(=O)c1cccc2cn(-c3ccc(CNC(=O)C4CNC4)cc3)nc12,IC50,'=',65,nM,7.19,,,UO_0000065,20.57,0.38,6.23,7.04,0,CHEMBL1065327,Inhibition of human PARP1 after 3 hrs using [3H]NAD+ by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153247,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,
CHEMBL481803,,None,264.28,0,2.24,31 (N-oxide),NC(=O)c1cccc2cc(-c3ccccc3)c[n+]([O-])c12,IC50,'=',23000,nM,4.64,,,UO_0000065,17.55,0.32,2.4,6.62,0,CHEMBL1028889,Inhibition of human recombinant PARP1 by Trevigen colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143312,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL480429,,None,248.28,0,3,29d,NC(=O)c1cccc2ccc(-c3ccccc3)nc12,IC50,'=',900,nM,6.05,,,UO_0000065,24.35,0.43,3.05,10.8,0,CHEMBL1028889,Inhibition of human recombinant PARP1 by Trevigen colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143312,1,Scientific Literature,J Med Chem,2009,None,,
CHEMBL108849,,None,196.21,0,2.49,15a,Oc1nc2ccccc2c2ccncc12,IC50,'=',2600,nM,5.58,,,UO_0000065,28.46,0.51,3.1,12.14,0,CHEMBL761610,Inhibitory activity against Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145841,1,Scientific Literature,J Med Chem,2003,None,,
CHEMBL1935258,,None,519.43,0,1.89,11,CN(CC(=O)O)CC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4.O=C(O)C(F)(F)F,IC50,'=',8,nM,8.1,,,UO_0000065,19.97,0.37,6.21,6.77,0,CHEMBL1938153,Inhibition of recombinant human PARP1 by in vitro assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1933047,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,
CHEMBL1935276,,None,372.38,0,2.31,29,O=C1CCC(c2ccc3[nH]c4c5c(c6c(c4c3c2)C(=O)NC6=O)CCC5)=NN1,IC50,'=',17,nM,7.77,,,UO_0000065,20.86,0.38,5.46,7.51,0,CHEMBL1938153,Inhibition of recombinant human PARP1 by in vitro assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1933047,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,
CHEMBL82342,,None,196.21,0,2.49,5,Oc1nc2ccncc2c2ccccc12,IC50,'=',128,nM,6.89,,,UO_0000065,35.13,0.63,4.4,14.98,1,CHEMBL761610,Inhibitory activity against Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145841,1,Scientific Literature,J Med Chem,2003,None,,
CHEMBL3918492,,None,325.23,0,3.06,BDBM214027,O=c1[nH]nc(Cc2sccc2Br)c2c1CCCC2,Ki,'=',96,nM,7.02,,376234,UO_0000065,21.58,0.53,3.96,15.34,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3894294,,None,348.45,0,1.4,BDBM214194,CC(C)(C)OC(=O)N1CCNCC1Cc1n[nH]c(=O)c2c1CCCC2,Ki,'=',2280,nM,5.64,,376401,UO_0000065,16.19,0.31,4.24,6.46,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3942474,,None,461.54,0,3.71,BDBM214201,O=C(c1cccc(-c2cc(CCc3n[nH]c(=O)c4c3CCCC4)ccc2F)c1)N1CCOCC1,Ki,'=',662,nM,6.18,,376408,UO_0000065,13.39,0.25,2.47,8.21,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3919281,,None,445.54,0,4.48,BDBM214206,O=C(c1cccc(-c2cc(CCc3n[nH]c(=O)c4c3CCCC4)ccc2F)c1)N1CCCC1,Ki,'=',1050,nM,5.98,,376413,UO_0000065,13.42,0.25,1.5,9.05,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3956932,,None,365.25,0,3.9,BDBM214230,CC(Cc1n[nH]c(=O)c2c1CCCC2)c1ccc(F)c(Br)c1,Ki,'=',338,nM,6.47,,376437,UO_0000065,17.72,0.4,2.57,14.14,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3911333,,None,429.52,0,2.6,BDBM213916,O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N1CCN(c2ccccn2)CC1,Ki,'=',3,nM,8.52,,376897,UO_0000065,19.84,0.36,5.92,10.37,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3934540,,None,446.51,0,3.46,BDBM214294,COc1ccc(NC(C)=O)cc1NC(=O)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',402,nM,6.4,,376501,UO_0000065,14.32,0.26,2.94,5.65,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3972483,,None,450.54,1,5.24,BDBM214301,O=C(Nc1ccccc1Nc1ccccc1)c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1,Ki,'=',316,nM,6.5,,376508,UO_0000065,14.43,0.26,1.26,7.48,0,CHEMBL3888158,PARP Enzyme Inhibition Assay: PARP1 assay was conducted in PARP assay buffer containing 50 mM Tris pH 8.0,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1091710,,None,233.29,0,2.02,7,O=c1[nH]c2ccc(O)cc2c2c1CSCC2,ED50,,,,,,Not Determined,,,,,,0,CHEMBL1111553,Inhibition of PARP1 expressed in CHO-K1 cells,B,BAO_0000219,cell-based format,None,None,None,CHO-K1,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1094039,,None,358.51,0,3.57,12a,CCCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,ED50,'=',0.22,uM,,,,UO_0000064,,,,,0,CHEMBL1111553,Inhibition of PARP1 expressed in CHO-K1 cells,B,BAO_0000219,cell-based format,None,None,None,CHO-K1,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL1092143,,None,386.56,0,4.21,12c,CC(C)CCN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)CCSC4)CC1,ED50,'=',0.74,uM,,,,UO_0000064,,,,,0,CHEMBL1111553,Inhibition of PARP1 expressed in CHO-K1 cells,B,BAO_0000219,cell-based format,None,None,None,CHO-K1,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156288,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3307512,,
CHEMBL361500,,None,233.27,0,3.51,1a,Oc1nc2c(c3ccccc13)Cc1ccccc1-2,EC50,'>',3000,nM,,,,UO_0000065,,,,,0,CHEMBL829884,Effective concentration against poly ADP-ribose polymerase-1 determined using the cell protection assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141136,1,Scientific Literature,J Med Chem,2005,None,,
CHEMBL370673,,None,278.27,0,3.42,1b,O=[N+]([O-])c1ccc2c(c1)-c1nc(O)c3ccccc3c1C2,EC50,,,nM,,,Not Determined,UO_0000065,,,,,0,CHEMBL829884,Effective concentration against poly ADP-ribose polymerase-1 determined using the cell protection assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141136,1,Scientific Literature,J Med Chem,2005,None,,
CHEMBL187062,,None,373.5,0,4.62,11,CCc1cccc2c(O)nc(CCCN3CC=C(c4ccccc4)CC3)nc12,IC50,'=',66,nM,7.18,,,UO_0000065,19.22,0.35,2.56,14.58,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,
CHEMBL364763,,None,358.44,0,3.81,17,Oc1nc(CCCN2CCc3c([nH]c4ccccc34)C2)nc2ccccc12,IC50,'=',74,nM,7.13,,,UO_0000065,19.89,0.36,3.32,10.96,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,
CHEMBL186555,,None,375.47,0,4.07,26,COc1cccc(C2=CCN(CCCc3nc(O)c4ccccc4n3)CC2)c1,IC50,'=',1000,nM,6,,,UO_0000065,15.98,0.29,1.93,10.26,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,
CHEMBL83224,,None,314.26,0,1.59,4d,O=C(O)C(F)(F)F.Oc1nc2c(c3ccccc13)CCNC2,IC50,'=',30,nM,7.52,,,UO_0000065,37.57,0.68,5.93,16.66,0,CHEMBL761609,Inhibition of human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1136129,1,Scientific Literature,Bioorg Med Chem Lett,2003,None,,
CHEMBL2237212,,None,411.57,0,3.41,9y,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCN(C2CCCCC2)CC1,IC50,'=',68,nM,7.17,,,UO_0000065,17.41,0.34,3.76,12.71,0,CHEMBL3062171,Inhibition of PARP-1 (unknown origin) assessed as inhibition of biotinylated poly(ADP-ribose) onto histone proteins after 30 min by colorimetry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL3046242,1,Scientific Literature,Med Chem Res,2012,None,,
